Line	Book	Chapter	Verse
1357	Mar	8	1
1358	Mar	8	2
1359	Mar	8	3
1360	Mar	8	4
1361	Mar	8	5
1362	Mar	8	6
1363	Mar	8	7
1364	Mar	8	8
1365	Mar	8	9
1366	Mar	8	10
1367	Mar	8	11
1368	Mar	8	12
1369	Mar	8	13
1370	Mar	8	14
1371	Mar	8	15
1372	Mar	8	16
1373	Mar	8	17
1374	Mar	8	18
1375	Mar	8	19
1376	Mar	8	20
1377	Mar	8	21
1378	Mar	8	22
1379	Mar	8	23
1380	Mar	8	24
1381	Mar	8	25
1382	Mar	8	26
1383	Mar	8	27
1384	Mar	8	28
1385	Mar	8	29
1386	Mar	8	30
1387	Mar	8	31
1388	Mar	8	32
1389	Mar	8	33
1390	Mar	8	34
1391	Mar	8	35
1392	Mar	8	36
1393	Mar	8	37
1394	Mar	8	38
1395	Mar	9	1
1396	Mar	9	2
1397	Mar	9	3
1398	Mar	9	4
1399	Mar	9	5
1400	Mar	9	6
1401	Mar	9	7
1402	Mar	9	8
1403	Mar	9	9
1404	Mar	9	10
1405	Mar	9	11
1406	Mar	9	12
1407	Mar	9	13
1408	Mar	9	14
1409	Mar	9	15
1410	Mar	9	16
1411	Mar	9	17
1412	Mar	9	18
1413	Mar	9	19
1414	Mar	9	20
1415	Mar	9	21
1416	Mar	9	22
1417	Mar	9	23
1418	Mar	9	24
1419	Mar	9	25
1420	Mar	9	26
1421	Mar	9	27
1422	Mar	9	28
1423	Mar	9	29
1424	Mar	9	30
1425	Mar	9	31
1426	Mar	9	32
1427	Mar	9	33
1428	Mar	9	34
1429	Mar	9	35
1430	Mar	9	36
1431	Mar	9	37
1432	Mar	9	38
1433	Mar	9	39
1434	Mar	9	40
1435	Mar	9	41
1436	Mar	9	42
1437	Mar	9	43
1438	Mar	9	44
1439	Mar	9	45
1440	Mar	9	46
1441	Mar	9	47
1442	Mar	9	48
1443	Mar	9	49
1444	Mar	9	50
1445	Mar	10	1
1446	Mar	10	2
1447	Mar	10	3
1448	Mar	10	4
1449	Mar	10	5
1450	Mar	10	6
1451	Mar	10	7
1452	Mar	10	8
1453	Mar	10	9
1454	Mar	10	10
1455	Mar	10	11
1456	Mar	10	12
1457	Mar	10	13
1458	Mar	10	14
1459	Mar	10	15
1460	Mar	10	16
1461	Mar	10	17
1462	Mar	10	18
1463	Mar	10	19
1464	Mar	10	20
1465	Mar	10	21
1466	Mar	10	22
1467	Mar	10	23
1468	Mar	10	24
1469	Mar	10	25
1470	Mar	10	26
1471	Mar	10	27
1472	Mar	10	28
1473	Mar	10	29
1474	Mar	10	30
1475	Mar	10	31
1476	Mar	10	32
1477	Mar	10	33
1478	Mar	10	34
1479	Mar	10	35
1480	Mar	10	36
1481	Mar	10	37
1482	Mar	10	38
1483	Mar	10	39
1484	Mar	10	40
1485	Mar	10	41
1486	Mar	10	42
1487	Mar	10	43
1488	Mar	10	44
1489	Mar	10	45
1490	Mar	10	46
1491	Mar	10	47
1492	Mar	10	48
1493	Mar	10	49
1494	Mar	10	50
1495	Mar	10	51
1496	Mar	10	52
1497	Mar	11	1
1498	Mar	11	2
1499	Mar	11	3
1500	Mar	11	4
1501	Mar	11	5
1502	Mar	11	6
1503	Mar	11	7
1504	Mar	11	8
1505	Mar	11	9
1506	Mar	11	10
1507	Mar	11	11
1508	Mar	11	12
1509	Mar	11	13
1510	Mar	11	14
1511	Mar	11	15
1512	Mar	11	16
1513	Mar	11	17
1514	Mar	11	18
1515	Mar	11	19
1516	Mar	11	20
1517	Mar	11	21
1518	Mar	11	22
1519	Mar	11	23
1520	Mar	11	24
1521	Mar	11	25
1522	Mar	11	26
1523	Mar	11	27
1524	Mar	11	28
1525	Mar	11	29
1526	Mar	11	30
1527	Mar	11	31
1528	Mar	11	32
1529	Mar	11	33
1530	Mar	12	1
1531	Mar	12	2
1532	Mar	12	3
1533	Mar	12	4
1534	Mar	12	5
1535	Mar	12	6
1536	Mar	12	7
1537	Mar	12	8
1538	Mar	12	9
1539	Mar	12	10
1540	Mar	12	11
1541	Mar	12	12
1542	Mar	12	13
1543	Mar	12	14
1544	Mar	12	15
1545	Mar	12	16
1546	Mar	12	17
1547	Mar	12	18
1548	Mar	12	19
1549	Mar	12	20
1550	Mar	12	21
1551	Mar	12	22
1552	Mar	12	23
1553	Mar	12	24
1554	Mar	12	25
1555	Mar	12	26
1556	Mar	12	27
1557	Mar	12	28
1558	Mar	12	29
1559	Mar	12	30
1560	Mar	12	31
1561	Mar	12	32
1562	Mar	12	33
1563	Mar	12	34
1564	Mar	12	35
1565	Mar	12	36
1566	Mar	12	37
1567	Mar	12	38
1568	Mar	12	39
1569	Mar	12	40
1570	Mar	12	41
1571	Mar	12	42
1572	Mar	12	43
1573	Mar	12	44
1574	Mar	13	1
1575	Mar	13	2
1576	Mar	13	3
1577	Mar	13	4
1578	Mar	13	5
1579	Mar	13	6
1580	Mar	13	7
1581	Mar	13	8
1582	Mar	13	9
1583	Mar	13	10
1584	Mar	13	11
1585	Mar	13	12
1586	Mar	13	13
1587	Mar	13	14
1588	Mar	13	15
1589	Mar	13	16
1590	Mar	13	17
1591	Mar	13	18
1592	Mar	13	19
1593	Mar	13	20
1594	Mar	13	21
1595	Mar	13	22
1596	Mar	13	23
1597	Mar	13	24
1598	Mar	13	25
1599	Mar	13	26
1600	Mar	13	27
1601	Mar	13	28
1602	Mar	13	29
1603	Mar	13	30
1604	Mar	13	31
1605	Mar	13	32
1606	Mar	13	33
1607	Mar	13	34
1608	Mar	13	35
1609	Mar	13	36
1610	Mar	13	37
1611	Mar	14	1
1612	Mar	14	2
1613	Mar	14	3
1614	Mar	14	4
1615	Mar	14	5
1616	Mar	14	6
1617	Mar	14	7
1618	Mar	14	8
1619	Mar	14	9
1620	Mar	14	10
1621	Mar	14	11
1622	Mar	14	12
1623	Mar	14	13
1624	Mar	14	14
1625	Mar	14	15
1626	Mar	14	16
1627	Mar	14	17
1628	Mar	14	18
1629	Mar	14	19
1630	Mar	14	20
1631	Mar	14	21
1632	Mar	14	22
1633	Mar	14	23
1634	Mar	14	24
1635	Mar	14	25
1636	Mar	14	26
1637	Mar	14	27
1638	Mar	14	28
1639	Mar	14	29
1640	Mar	14	30
1641	Mar	14	31
1642	Mar	14	32
1643	Mar	14	33
1644	Mar	14	34
1645	Mar	14	35
1646	Mar	14	36
1647	Mar	14	37
1648	Mar	14	38
1649	Mar	14	39
1650	Mar	14	40
1651	Mar	14	41
1652	Mar	14	42
1653	Mar	14	43
1654	Mar	14	44
1655	Mar	14	45
1656	Mar	14	46
1657	Mar	14	47
1658	Mar	14	48
1659	Mar	14	49
1660	Mar	14	50
1661	Mar	14	51
1662	Mar	14	52
1663	Mar	14	53
1664	Mar	14	54
1665	Mar	14	55
1666	Mar	14	56
1667	Mar	14	57
1668	Mar	14	58
1669	Mar	14	59
1670	Mar	14	60
1671	Mar	14	61
1672	Mar	14	62
1673	Mar	14	63
1674	Mar	14	64
1675	Mar	14	65
1676	Mar	14	66
1677	Mar	14	67
1678	Mar	14	68
1679	Mar	14	69
1680	Mar	14	70
1681	Mar	14	71
1682	Mar	14	72
1683	Mar	15	1
1684	Mar	15	2
1685	Mar	15	3
1686	Mar	15	4
1687	Mar	15	5
1688	Mar	15	6
1689	Mar	15	7
1690	Mar	15	8
1691	Mar	15	9
1692	Mar	15	10
1693	Mar	15	11
1694	Mar	15	12
1695	Mar	15	13
1696	Mar	15	14
1697	Mar	15	15
1698	Mar	15	16
1699	Mar	15	17
1700	Mar	15	18
1701	Mar	15	19
1702	Mar	15	20
1703	Mar	15	21
1704	Mar	15	22
1705	Mar	15	23
1706	Mar	15	24
1707	Mar	15	25
1708	Mar	15	26
1709	Mar	15	27
1710	Mar	15	28
1711	Mar	15	29
1712	Mar	15	30
1713	Mar	15	31
1714	Mar	15	32
1715	Mar	15	33
1716	Mar	15	34
1717	Mar	15	35
1718	Mar	15	36
1719	Mar	15	37
1720	Mar	15	38
1721	Mar	15	39
1722	Mar	15	40
1723	Mar	15	41
1724	Mar	15	42
1725	Mar	15	43
1726	Mar	15	44
1727	Mar	15	45
1728	Mar	15	46
1729	Mar	15	47
1730	Mar	16	1
1731	Mar	16	2
1732	Mar	16	3
1733	Mar	16	4
1734	Mar	16	5
1735	Mar	16	6
1736	Mar	16	7
1737	Mar	16	8
1738	Mar	16	9
1739	Mar	16	10
1740	Mar	16	11
1741	Mar	16	12
1742	Mar	16	13
1743	Mar	16	14
1744	Mar	16	15
1745	Mar	16	16
1746	Mar	16	17
1747	Mar	16	18
1748	Mar	16	19
1749	Mar	16	20
1750	Luk	1	1
1751	Luk	1	2
1752	Luk	1	3
1753	Luk	1	4
1754	Luk	1	5
1755	Luk	1	6
1756	Luk	1	7
1757	Luk	1	8
1758	Luk	1	9
1759	Luk	1	10
1760	Luk	1	11
1761	Luk	1	12
1762	Luk	1	13
1763	Luk	1	14
1764	Luk	1	15
1765	Luk	1	16
1766	Luk	1	17
1767	Luk	1	18
1768	Luk	1	19
1769	Luk	1	20
1770	Luk	1	21
1771	Luk	1	22
1772	Luk	1	23
1773	Luk	1	24
1774	Luk	1	25
1775	Luk	1	26
1776	Luk	1	27
1777	Luk	1	28
1778	Luk	1	29
1779	Luk	1	30
1780	Luk	1	31
1781	Luk	1	32
1782	Luk	1	33
1783	Luk	1	34
1784	Luk	1	35
1785	Luk	1	36
1786	Luk	1	37
1787	Luk	1	38
1788	Luk	1	39
1789	Luk	1	40
1790	Luk	1	41
1791	Luk	1	42
1792	Luk	1	43
1793	Luk	1	44
1794	Luk	1	45
1795	Luk	1	46
1796	Luk	1	47
1797	Luk	1	48
1798	Luk	1	49
1799	Luk	1	50
1800	Luk	1	51
1801	Luk	1	52
1802	Luk	1	53
1803	Luk	1	54
1804	Luk	1	55
1805	Luk	1	56
1806	Luk	1	57
1807	Luk	1	58
1808	Luk	1	59
1809	Luk	1	60
1810	Luk	1	61
1811	Luk	1	62
1812	Luk	1	63
1813	Luk	1	64
1814	Luk	1	65
1815	Luk	1	66
1816	Luk	1	67
1817	Luk	1	68
1818	Luk	1	69
1819	Luk	1	70
1820	Luk	1	71
1821	Luk	1	72
1822	Luk	1	73
1823	Luk	1	74
1824	Luk	1	75
1825	Luk	1	76
1826	Luk	1	77
1827	Luk	1	78
1828	Luk	1	79
1829	Luk	1	80
1830	Luk	2	1
1831	Luk	2	2
1832	Luk	2	3
1833	Luk	2	4
1834	Luk	2	5
1835	Luk	2	6
1836	Luk	2	7
1837	Luk	2	8
1838	Luk	2	9
1839	Luk	2	10
1840	Luk	2	11
1841	Luk	2	12
1842	Luk	2	13
1843	Luk	2	14
1844	Luk	2	15
1845	Luk	2	16
1846	Luk	2	17
1847	Luk	2	18
1848	Luk	2	19
1849	Luk	2	20
1850	Luk	2	21
1851	Luk	2	22
1852	Luk	2	23
1853	Luk	2	24
1854	Luk	2	25
1855	Luk	2	26
1856	Luk	2	27
1857	Luk	2	28
1858	Luk	2	29
1859	Luk	2	30
1860	Luk	2	31
1861	Luk	2	32
1862	Luk	2	33
1863	Luk	2	34
1864	Luk	2	35
1865	Luk	2	36
1866	Luk	2	37
1867	Luk	2	38
1868	Luk	2	39
1869	Luk	2	40
1870	Luk	2	41
1871	Luk	2	42
1872	Luk	2	43
1873	Luk	2	44
1874	Luk	2	45
1875	Luk	2	46
1876	Luk	2	47
1877	Luk	2	48
1878	Luk	2	49
1879	Luk	2	50
1880	Luk	2	51
1881	Luk	2	52
1882	Luk	3	1
1883	Luk	3	2
1884	Luk	3	3
1885	Luk	3	4
1886	Luk	3	5
1887	Luk	3	6
1888	Luk	3	7
1889	Luk	3	8
1890	Luk	3	9
1891	Luk	3	10
1892	Luk	3	11
1893	Luk	3	12
1894	Luk	3	13
1895	Luk	3	14
1896	Luk	3	15
1897	Luk	3	16
1898	Luk	3	17
1899	Luk	3	18
1900	Luk	3	19
1901	Luk	3	20
1902	Luk	3	21
1903	Luk	3	22
1904	Luk	3	23
1905	Luk	3	24
1906	Luk	3	25
1907	Luk	3	26
1908	Luk	3	27
1909	Luk	3	28
1910	Luk	3	29
1911	Luk	3	30
1912	Luk	3	31
1913	Luk	3	32
1914	Luk	3	33
1915	Luk	3	34
1916	Luk	3	35
1917	Luk	3	36
1918	Luk	3	37
1919	Luk	3	38
1920	Luk	4	1
1921	Luk	4	2
1922	Luk	4	3
1923	Luk	4	4
1924	Luk	4	5
1925	Luk	4	6
1926	Luk	4	7
1927	Luk	4	8
1928	Luk	4	9
1929	Luk	4	10
1930	Luk	4	11
1931	Luk	4	12
1932	Luk	4	13
1933	Luk	4	14
1934	Luk	4	15
1935	Luk	4	16
1936	Luk	4	17
1937	Luk	4	18
1938	Luk	4	19
1939	Luk	4	20
1940	Luk	4	21
1941	Luk	4	22
1942	Luk	4	23
1943	Luk	4	24
1944	Luk	4	25
1945	Luk	4	26
1946	Luk	4	27
1947	Luk	4	28
1948	Luk	4	29
1949	Luk	4	30
1950	Luk	4	31
1951	Luk	4	32
1952	Luk	4	33
1953	Luk	4	34
1954	Luk	4	35
1955	Luk	4	36
1956	Luk	4	37
1957	Luk	4	38
1958	Luk	4	39
1959	Luk	4	40
1960	Luk	4	41
1961	Luk	4	42
1962	Luk	4	43
1963	Luk	4	44
1964	Luk	5	1
1965	Luk	5	2
1966	Luk	5	3
1967	Luk	5	4
1968	Luk	5	5
1969	Luk	5	6
1970	Luk	5	7
1971	Luk	5	8
1972	Luk	5	9
1973	Luk	5	10
1974	Luk	5	11
1975	Luk	5	12
1976	Luk	5	13
1977	Luk	5	14
1978	Luk	5	15
1979	Luk	5	16
1980	Luk	5	17
1981	Luk	5	18
1982	Luk	5	19
1983	Luk	5	20
1984	Luk	5	21
1985	Luk	5	22
1986	Luk	5	23
1987	Luk	5	24
1988	Luk	5	25
1989	Luk	5	26
1990	Luk	5	27
1991	Luk	5	28
1992	Luk	5	29
1993	Luk	5	30
1994	Luk	5	31
1995	Luk	5	32
1996	Luk	5	33
1997	Luk	5	34
1998	Luk	5	35
1999	Luk	5	36
2000	Luk	5	37
2001	Luk	5	38
2002	Luk	5	39
2003	Luk	6	1
2004	Luk	6	2
2005	Luk	6	3
2006	Luk	6	4
2007	Luk	6	5
2008	Luk	6	6
2009	Luk	6	7
2010	Luk	6	8
2011	Luk	6	9
2012	Luk	6	10
2013	Luk	6	11
2014	Luk	6	12
2015	Luk	6	13
2016	Luk	6	14
2017	Luk	6	15
2018	Luk	6	16
2019	Luk	6	17
2020	Luk	6	18
2021	Luk	6	19
2022	Luk	6	20
2023	Luk	6	21
2024	Luk	6	22
2025	Luk	6	23
2026	Luk	6	24
2027	Luk	6	25
2028	Luk	6	26
2029	Luk	6	27
2030	Luk	6	28
2031	Luk	6	29
2032	Luk	6	30
2033	Luk	6	31
2034	Luk	6	32
2035	Luk	6	33
2036	Luk	6	34
2037	Luk	6	35
2038	Luk	6	36
2039	Luk	6	37
2040	Luk	6	38
2041	Luk	6	39
2042	Luk	6	40
2043	Luk	6	41
2044	Luk	6	42
2045	Luk	6	43
2046	Luk	6	44
2047	Luk	6	45
2048	Luk	6	46
2049	Luk	6	47
2050	Luk	6	48
2051	Luk	6	49
2052	Luk	7	1
2053	Luk	7	2
2054	Luk	7	3
2055	Luk	7	4
2056	Luk	7	5
2057	Luk	7	6
2058	Luk	7	7
2059	Luk	7	8
2060	Luk	7	9
2061	Luk	7	10
2062	Luk	7	11
2063	Luk	7	12
2064	Luk	7	13
2065	Luk	7	14
2066	Luk	7	15
2067	Luk	7	16
2068	Luk	7	17
2069	Luk	7	18
2070	Luk	7	19
2071	Luk	7	20
2072	Luk	7	21
2073	Luk	7	22
2074	Luk	7	23
2075	Luk	7	24
2076	Luk	7	25
2077	Luk	7	26
2078	Luk	7	27
2079	Luk	7	28
2080	Luk	7	29
2081	Luk	7	30
2082	Luk	7	31
2083	Luk	7	32
2084	Luk	7	33
2085	Luk	7	34
2086	Luk	7	35
2087	Luk	7	36
2088	Luk	7	37
2089	Luk	7	38
2090	Luk	7	39
2091	Luk	7	40
2092	Luk	7	41
2093	Luk	7	42
2094	Luk	7	43
2095	Luk	7	44
2096	Luk	7	45
2097	Luk	7	46
2098	Luk	7	47
2099	Luk	7	48
2100	Luk	7	49
2101	Luk	7	50
2102	Luk	8	1
2103	Luk	8	2
2104	Luk	8	3
2105	Luk	8	4
2106	Luk	8	5
2107	Luk	8	6
2108	Luk	8	7
2109	Luk	8	8
2110	Luk	8	9
2111	Luk	8	10
2112	Luk	8	11
2113	Luk	8	12
2114	Luk	8	13
2115	Luk	8	14
2116	Luk	8	15
2117	Luk	8	16
2118	Luk	8	17
2119	Luk	8	18
2120	Luk	8	19
2121	Luk	8	20
2122	Luk	8	21
2123	Luk	8	22
2124	Luk	8	23
2125	Luk	8	24
2126	Luk	8	25
2127	Luk	8	26
2128	Luk	8	27
2129	Luk	8	28
2130	Luk	8	29
2131	Luk	8	30
2132	Luk	8	31
2133	Luk	8	32
2134	Luk	8	33
2135	Luk	8	34
2136	Luk	8	35
2137	Luk	8	36
2138	Luk	8	37
2139	Luk	8	38
2140	Luk	8	39
2141	Luk	8	40
2142	Luk	8	41
2143	Luk	8	42
2144	Luk	8	43
2145	Luk	8	44
2146	Luk	8	45
2147	Luk	8	46
2148	Luk	8	47
2149	Luk	8	48
2150	Luk	8	49
2151	Luk	8	50
2152	Luk	8	51
2153	Luk	8	52
2154	Luk	8	53
2155	Luk	8	54
2156	Luk	8	55
2157	Luk	8	56
2158	Luk	9	1
2159	Luk	9	2
2160	Luk	9	3
2161	Luk	9	4
2162	Luk	9	5
2163	Luk	9	6
2164	Luk	9	7
2165	Luk	9	8
2166	Luk	9	9
2167	Luk	9	10
2168	Luk	9	11
2169	Luk	9	12
2170	Luk	9	13
2171	Luk	9	14
2172	Luk	9	15
2173	Luk	9	16
2174	Luk	9	17
2175	Luk	9	18
2176	Luk	9	19
2177	Luk	9	20
2178	Luk	9	21
2179	Luk	9	22
2180	Luk	9	23
2181	Luk	9	24
2182	Luk	9	25
2183	Luk	9	26
2184	Luk	9	27
2185	Luk	9	28
2186	Luk	9	29
2187	Luk	9	30
2188	Luk	9	31
2189	Luk	9	32
2190	Luk	9	33
2191	Luk	9	34
2192	Luk	9	35
2193	Luk	9	36
2194	Luk	9	37
2195	Luk	9	38
2196	Luk	9	39
2197	Luk	9	40
2198	Luk	9	41
2199	Luk	9	42
2200	Luk	9	43
2201	Luk	9	44
2202	Luk	9	45
2203	Luk	9	46
2204	Luk	9	47
2205	Luk	9	48
2206	Luk	9	49
2207	Luk	9	50
2208	Luk	9	51
2209	Luk	9	52
2210	Luk	9	53
2211	Luk	9	54
2212	Luk	9	55
2213	Luk	9	56
2214	Luk	9	57
2215	Luk	9	58
2216	Luk	9	59
2217	Luk	9	60
2218	Luk	9	61
2219	Luk	9	62
2220	Luk	10	1
2221	Luk	10	2
2222	Luk	10	3
2223	Luk	10	4
2224	Luk	10	5
2225	Luk	10	6
2226	Luk	10	7
2227	Luk	10	8
2228	Luk	10	9
2229	Luk	10	10
2230	Luk	10	11
2231	Luk	10	12
2232	Luk	10	13
2233	Luk	10	14
2234	Luk	10	15
2235	Luk	10	16
2236	Luk	10	17
2237	Luk	10	18
2238	Luk	10	19
2239	Luk	10	20
2240	Luk	10	21
2241	Luk	10	22
2242	Luk	10	23
2243	Luk	10	24
2244	Luk	10	25
2245	Luk	10	26
2246	Luk	10	27
2247	Luk	10	28
2248	Luk	10	29
2249	Luk	10	30
2250	Luk	10	31
2251	Luk	10	32
2252	Luk	10	33
2253	Luk	10	34
2254	Luk	10	35
2255	Luk	10	36
2256	Luk	10	37
2257	Luk	10	38
2258	Luk	10	39
2259	Luk	10	40
2260	Luk	10	41
2261	Luk	10	42
2262	Luk	11	1
2263	Luk	11	2
2264	Luk	11	3
2265	Luk	11	4
2266	Luk	11	5
2267	Luk	11	6
2268	Luk	11	7
2269	Luk	11	8
2270	Luk	11	9
2271	Luk	11	10
2272	Luk	11	11
2273	Luk	11	12
2274	Luk	11	13
2275	Luk	11	14
2276	Luk	11	15
2277	Luk	11	16
2278	Luk	11	17
2279	Luk	11	18
2280	Luk	11	19
2281	Luk	11	20
2282	Luk	11	21
2283	Luk	11	22
2284	Luk	11	23
2285	Luk	11	24
2286	Luk	11	25
2287	Luk	11	26
2288	Luk	11	27
2289	Luk	11	28
2290	Luk	11	29
2291	Luk	11	30
2292	Luk	11	31
2293	Luk	11	32
2294	Luk	11	33
2295	Luk	11	34
2296	Luk	11	35
2297	Luk	11	36
2298	Luk	11	37
2299	Luk	11	38
2300	Luk	11	39
2301	Luk	11	40
2302	Luk	11	41
2303	Luk	11	42
2304	Luk	11	43
2305	Luk	11	44
2306	Luk	11	45
2307	Luk	11	46
2308	Luk	11	47
2309	Luk	11	48
2310	Luk	11	49
2311	Luk	11	50
2312	Luk	11	51
2313	Luk	11	52
2314	Luk	11	53
2315	Luk	11	54
2316	Luk	12	1
2317	Luk	12	2
2318	Luk	12	3
2319	Luk	12	4
2320	Luk	12	5
2321	Luk	12	6
2322	Luk	12	7
2323	Luk	12	8
2324	Luk	12	9
2325	Luk	12	10
2326	Luk	12	11
2327	Luk	12	12
2328	Luk	12	13
2329	Luk	12	14
2330	Luk	12	15
2331	Luk	12	16
2332	Luk	12	17
2333	Luk	12	18
2334	Luk	12	19
2335	Luk	12	20
2336	Luk	12	21
2337	Luk	12	22
2338	Luk	12	23
2339	Luk	12	24
2340	Luk	12	25
2341	Luk	12	26
2342	Luk	12	27
2343	Luk	12	28
2344	Luk	12	29
2345	Luk	12	30
2346	Luk	12	31
2347	Luk	12	32
2348	Luk	12	33
2349	Luk	12	34
2350	Luk	12	35
2351	Luk	12	36
2352	Luk	12	37
2353	Luk	12	38
2354	Luk	12	39
2355	Luk	12	40
2356	Luk	12	41
2357	Luk	12	42
2358	Luk	12	43
2359	Luk	12	44
2360	Luk	12	45
2361	Luk	12	46
2362	Luk	12	47
2363	Luk	12	48
2364	Luk	12	49
2365	Luk	12	50
2366	Luk	12	51
2367	Luk	12	52
2368	Luk	12	53
2369	Luk	12	54
2370	Luk	12	55
2371	Luk	12	56
2372	Luk	12	57
2373	Luk	12	58
2374	Luk	12	59
2375	Luk	13	1
2376	Luk	13	2
2377	Luk	13	3
2378	Luk	13	4
2379	Luk	13	5
2380	Luk	13	6
2381	Luk	13	7
2382	Luk	13	8
2383	Luk	13	9
2384	Luk	13	10
2385	Luk	13	11
2386	Luk	13	12
2387	Luk	13	13
2388	Luk	13	14
2389	Luk	13	15
2390	Luk	13	16
2391	Luk	13	17
2392	Luk	13	18
2393	Luk	13	19
2394	Luk	13	20
2395	Luk	13	21
2396	Luk	13	22
2397	Luk	13	23
2398	Luk	13	24
2399	Luk	13	25
2400	Luk	13	26
2401	Luk	13	27
2402	Luk	13	28
2403	Luk	13	29
2404	Luk	13	30
2405	Luk	13	31
2406	Luk	13	32
2407	Luk	13	33
2408	Luk	13	34
2409	Luk	13	35
2410	Luk	14	1
2411	Luk	14	2
2412	Luk	14	3
2413	Luk	14	4
2414	Luk	14	5
2415	Luk	14	6
2416	Luk	14	7
2417	Luk	14	8
2418	Luk	14	9
2419	Luk	14	10
2420	Luk	14	11
2421	Luk	14	12
2422	Luk	14	13
2423	Luk	14	14
2424	Luk	14	15
2425	Luk	14	16
2426	Luk	14	17
2427	Luk	14	18
2428	Luk	14	19
2429	Luk	14	20
2430	Luk	14	21
2431	Luk	14	22
2432	Luk	14	23
2433	Luk	14	24
2434	Luk	14	25
2435	Luk	14	26
2436	Luk	14	27
2437	Luk	14	28
2438	Luk	14	29
2439	Luk	14	30
2440	Luk	14	31
2441	Luk	14	32
2442	Luk	14	33
2443	Luk	14	34
2444	Luk	14	35
2445	Luk	15	1
2446	Luk	15	2
2447	Luk	15	3
2448	Luk	15	4
2449	Luk	15	5
2450	Luk	15	6
2451	Luk	15	7
2452	Luk	15	8
2453	Luk	15	9
2454	Luk	15	10
2455	Luk	15	11
2456	Luk	15	12
2457	Luk	15	13
2458	Luk	15	14
2459	Luk	15	15
2460	Luk	15	16
2461	Luk	15	17
2462	Luk	15	18
2463	Luk	15	19
2464	Luk	15	20
2465	Luk	15	21
2466	Luk	15	22
2467	Luk	15	23
2468	Luk	15	24
2469	Luk	15	25
2470	Luk	15	26
2471	Luk	15	27
2472	Luk	15	28
2473	Luk	15	29
2474	Luk	15	30
2475	Luk	15	31
2476	Luk	15	32
2477	Luk	16	1
2478	Luk	16	2
2479	Luk	16	3
2480	Luk	16	4
2481	Luk	16	5
2482	Luk	16	6
2483	Luk	16	7
2484	Luk	16	8
2485	Luk	16	9
2486	Luk	16	10
2487	Luk	16	11
2488	Luk	16	12
2489	Luk	16	13
2490	Luk	16	14
2491	Luk	16	15
2492	Luk	16	16
2493	Luk	16	17
2494	Luk	16	18
2495	Luk	16	19
2496	Luk	16	20
2497	Luk	16	21
2498	Luk	16	22
2499	Luk	16	23
2500	Luk	16	24
2501	Luk	16	25
2502	Luk	16	26
2503	Luk	16	27
2504	Luk	16	28
2505	Luk	16	29
2506	Luk	16	30
2507	Luk	16	31
2508	Luk	17	1
2509	Luk	17	2
2510	Luk	17	3
2511	Luk	17	4
2512	Luk	17	5
2513	Luk	17	6
2514	Luk	17	7
2515	Luk	17	8
2516	Luk	17	9
2517	Luk	17	10
2518	Luk	17	11
2519	Luk	17	12
2520	Luk	17	13
2521	Luk	17	14
2522	Luk	17	15
2523	Luk	17	16
2524	Luk	17	17
2525	Luk	17	18
2526	Luk	17	19
2527	Luk	17	20
2528	Luk	17	21
2529	Luk	17	22
2530	Luk	17	23
2531	Luk	17	24
2532	Luk	17	25
2533	Luk	17	26
2534	Luk	17	27
2535	Luk	17	28
2536	Luk	17	29
2537	Luk	17	30
2538	Luk	17	31
2539	Luk	17	32
2540	Luk	17	33
2541	Luk	17	34
2542	Luk	17	35
2544	Luk	17	37
2545	Luk	18	1
2546	Luk	18	2
2547	Luk	18	3
2548	Luk	18	4
2549	Luk	18	5
2550	Luk	18	6
2551	Luk	18	7
2552	Luk	18	8
2553	Luk	18	9
2554	Luk	18	10
2555	Luk	18	11
2556	Luk	18	12
2557	Luk	18	13
2558	Luk	18	14
2559	Luk	18	15
2560	Luk	18	16
2561	Luk	18	17
2562	Luk	18	18
2563	Luk	18	19
2564	Luk	18	20
2565	Luk	18	21
2566	Luk	18	22
2567	Luk	18	23
2568	Luk	18	24
2569	Luk	18	25
2570	Luk	18	26
2571	Luk	18	27
2572	Luk	18	28
2573	Luk	18	29
2574	Luk	18	30
2575	Luk	18	31
2576	Luk	18	32
2577	Luk	18	33
2578	Luk	18	34
2579	Luk	18	35
2580	Luk	18	36
2581	Luk	18	37
2582	Luk	18	38
2583	Luk	18	39
2584	Luk	18	40
2585	Luk	18	41
2586	Luk	18	42
2587	Luk	18	43
2588	Luk	19	1
2589	Luk	19	2
2590	Luk	19	3
2591	Luk	19	4
2592	Luk	19	5
2593	Luk	19	6
2594	Luk	19	7
2595	Luk	19	8
2596	Luk	19	9
2597	Luk	19	10
2598	Luk	19	11
2599	Luk	19	12
2600	Luk	19	13
2601	Luk	19	14
2602	Luk	19	15
2603	Luk	19	16
2604	Luk	19	17
2605	Luk	19	18
2606	Luk	19	19
2607	Luk	19	20
2608	Luk	19	21
2609	Luk	19	22
2610	Luk	19	23
2611	Luk	19	24
2612	Luk	19	25
2613	Luk	19	26
2614	Luk	19	27
2615	Luk	19	28
2616	Luk	19	29
2617	Luk	19	30
2618	Luk	19	31
2619	Luk	19	32
2620	Luk	19	33
2621	Luk	19	34
2622	Luk	19	35
2623	Luk	19	36
2624	Luk	19	37
2625	Luk	19	38
2626	Luk	19	39
2627	Luk	19	40
2628	Luk	19	41
